
completed 1/150, Solved: False, number of success = 0/1, acc = 0.0
completed 99/150, Solved: False, number of success = 16/99, acc = 16.16
completed 100/150, Solved: True, number of success = 17/100, acc = 17.0
completed 101/150, Solved: True, number of success = 18/101, acc = 17.82
completed 102/150, Solved: False, number of success = 18/102, acc = 17.65
completed 103/150, Solved: True, number of success = 19/103, acc = 18.45
completed 104/150, Solved: True, number of success = 20/104, acc = 19.23
completed 105/150, Solved: True, number of success = 21/105, acc = 20.0
completed 106/150, Solved: True, number of success = 22/106, acc = 20.75
completed 107/150, Solved: True, number of success = 23/107, acc = 21.5
completed 108/150, Solved: False, number of success = 23/108, acc = 21.3
completed 109/150, Solved: False, number of success = 23/109, acc = 21.1
completed 110/150, Solved: True, number of success = 24/110, acc = 21.82
completed 111/150, Solved: True, number of success = 25/111, acc = 22.52
completed 112/150, Solved: True, number of success = 26/112, acc = 23.21
completed 113/150, Solved: True, number of success = 27/113, acc = 23.89
completed 114/150, Solved: False, number of success = 27/114, acc = 23.68
completed 115/150, Solved: True, number of success = 28/115, acc = 24.35
completed 116/150, Solved: True, number of success = 29/116, acc = 25.0
completed 117/150, Solved: True, number of success = 30/117, acc = 25.64
completed 118/150, Solved: False, number of success = 30/118, acc = 25.42
completed 119/150, Solved: False, number of success = 30/119, acc = 25.21
completed 120/150, Solved: False, number of success = 30/120, acc = 25.0
completed 121/150, Solved: True, number of success = 31/121, acc = 25.62
completed 122/150, Solved: False, number of success = 31/122, acc = 25.41
completed 123/150, Solved: False, number of success = 31/123, acc = 25.2
completed 124/150, Solved: False, number of success = 31/124, acc = 25.0
completed 125/150, Solved: False, number of success = 31/125, acc = 24.8
completed 126/150, Solved: False, number of success = 31/126, acc = 24.6
completed 127/150, Solved: False, number of success = 31/127, acc = 24.41
completed 128/150, Solved: False, number of success = 31/128, acc = 24.22
completed 129/150, Solved: True, number of success = 32/129, acc = 24.81
completed 130/150, Solved: False, number of success = 32/130, acc = 24.62
completed 131/150, Solved: False, number of success = 32/131, acc = 24.43
completed 132/150, Solved: True, number of success = 33/132, acc = 25.0
completed 133/150, Solved: False, number of success = 33/133, acc = 24.81
completed 134/150, Solved: False, number of success = 33/134, acc = 24.63
completed 135/150, Solved: False, number of success = 33/135, acc = 24.44
completed 136/150, Solved: True, number of success = 34/136, acc = 25.0
completed 137/150, Solved: False, number of success = 34/137, acc = 24.82
completed 138/150, Solved: False, number of success = 34/138, acc = 24.64
completed 139/150, Solved: True, number of success = 35/139, acc = 25.18
completed 140/150, Solved: False, number of success = 35/140, acc = 25.0
completed 141/150, Solved: False, number of success = 35/141, acc = 24.82
completed 142/150, Solved: True, number of success = 36/142, acc = 25.35
completed 143/150, Solved: True, number of success = 37/143, acc = 25.87
completed 144/150, Solved: False, number of success = 37/144, acc = 25.69
completed 145/150, Solved: True, number of success = 38/145, acc = 26.21
completed 146/150, Solved: True, number of success = 39/146, acc = 26.71
completed 147/150, Solved: False, number of success = 39/147, acc = 26.53
completed 148/150, Solved: True, number of success = 40/148, acc = 27.03
completed 149/150, Solved: False, number of success = 40/149, acc = 26.85
completed 150/150, Solved: False, number of success = 40/150, acc = 26.67

##################################################
Experiment end results/APPS/SolidCoder/gpt-4o/Python3-0.0-0.95-1/Run-1, Time: 2025-12-08 00:18:55.722683
###################################################

completed 1/150, Solved: False, number of success = 0/1, acc = 0.0
completed 2/150, Solved: False, number of success = 0/2, acc = 0.0
completed 3/150, Solved: False, number of success = 0/3, acc = 0.0
completed 4/150, Solved: True, number of success = 1/4, acc = 25.0
completed 5/150, Solved: False, number of success = 1/5, acc = 20.0
completed 6/150, Solved: False, number of success = 1/6, acc = 16.67
completed 7/150, Solved: True, number of success = 2/7, acc = 28.57
completed 8/150, Solved: False, number of success = 2/8, acc = 25.0
completed 9/150, Solved: False, number of success = 2/9, acc = 22.22
completed 10/150, Solved: False, number of success = 2/10, acc = 20.0
completed 11/150, Solved: False, number of success = 2/11, acc = 18.18
completed 12/150, Solved: False, number of success = 2/12, acc = 16.67
completed 13/150, Solved: False, number of success = 2/13, acc = 15.38
completed 14/150, Solved: True, number of success = 3/14, acc = 21.43
completed 15/150, Solved: False, number of success = 3/15, acc = 20.0
completed 16/150, Solved: True, number of success = 4/16, acc = 25.0
completed 17/150, Solved: False, number of success = 4/17, acc = 23.53
completed 18/150, Solved: False, number of success = 4/18, acc = 22.22
completed 19/150, Solved: False, number of success = 4/19, acc = 21.05
completed 20/150, Solved: False, number of success = 4/20, acc = 20.0
completed 21/150, Solved: False, number of success = 4/21, acc = 19.05
completed 22/150, Solved: True, number of success = 5/22, acc = 22.73
completed 23/150, Solved: False, number of success = 5/23, acc = 21.74
completed 24/150, Solved: True, number of success = 6/24, acc = 25.0
completed 25/150, Solved: False, number of success = 6/25, acc = 24.0
completed 26/150, Solved: False, number of success = 6/26, acc = 23.08
completed 27/150, Solved: False, number of success = 6/27, acc = 22.22
completed 28/150, Solved: False, number of success = 6/28, acc = 21.43
completed 29/150, Solved: True, number of success = 7/29, acc = 24.14
completed 30/150, Solved: False, number of success = 7/30, acc = 23.33
completed 31/150, Solved: False, number of success = 7/31, acc = 22.58
completed 32/150, Solved: False, number of success = 7/32, acc = 21.88
completed 33/150, Solved: True, number of success = 8/33, acc = 24.24
completed 34/150, Solved: False, number of success = 8/34, acc = 23.53
completed 35/150, Solved: False, number of success = 8/35, acc = 22.86
completed 36/150, Solved: False, number of success = 8/36, acc = 22.22
completed 37/150, Solved: False, number of success = 8/37, acc = 21.62
completed 38/150, Solved: True, number of success = 9/38, acc = 23.68
completed 39/150, Solved: False, number of success = 9/39, acc = 23.08
completed 40/150, Solved: False, number of success = 9/40, acc = 22.5
completed 41/150, Solved: False, number of success = 9/41, acc = 21.95
completed 42/150, Solved: False, number of success = 9/42, acc = 21.43
completed 43/150, Solved: False, number of success = 9/43, acc = 20.93
completed 44/150, Solved: False, number of success = 9/44, acc = 20.45
completed 45/150, Solved: False, number of success = 9/45, acc = 20.0
completed 46/150, Solved: False, number of success = 9/46, acc = 19.57
completed 47/150, Solved: True, number of success = 10/47, acc = 21.28
completed 48/150, Solved: False, number of success = 10/48, acc = 20.83
completed 49/150, Solved: False, number of success = 10/49, acc = 20.41
completed 50/150, Solved: False, number of success = 10/50, acc = 20.0
completed 51/150, Solved: False, number of success = 10/51, acc = 19.61
completed 52/150, Solved: False, number of success = 10/52, acc = 19.23
completed 53/150, Solved: False, number of success = 10/53, acc = 18.87
completed 54/150, Solved: False, number of success = 10/54, acc = 18.52
completed 55/150, Solved: True, number of success = 11/55, acc = 20.0
completed 56/150, Solved: False, number of success = 11/56, acc = 19.64
completed 57/150, Solved: False, number of success = 11/57, acc = 19.3
completed 58/150, Solved: False, number of success = 11/58, acc = 18.97
completed 59/150, Solved: False, number of success = 11/59, acc = 18.64
completed 60/150, Solved: False, number of success = 11/60, acc = 18.33
completed 61/150, Solved: False, number of success = 11/61, acc = 18.03
completed 62/150, Solved: True, number of success = 12/62, acc = 19.35
completed 63/150, Solved: False, number of success = 12/63, acc = 19.05
completed 64/150, Solved: False, number of success = 12/64, acc = 18.75
completed 65/150, Solved: False, number of success = 12/65, acc = 18.46
completed 66/150, Solved: False, number of success = 12/66, acc = 18.18
completed 67/150, Solved: False, number of success = 12/67, acc = 17.91
completed 68/150, Solved: False, number of success = 12/68, acc = 17.65
completed 69/150, Solved: False, number of success = 12/69, acc = 17.39
completed 70/150, Solved: False, number of success = 12/70, acc = 17.14
completed 71/150, Solved: False, number of success = 12/71, acc = 16.9
completed 72/150, Solved: False, number of success = 12/72, acc = 16.67
completed 73/150, Solved: False, number of success = 12/73, acc = 16.44
completed 74/150, Solved: False, number of success = 12/74, acc = 16.22
completed 75/150, Solved: False, number of success = 12/75, acc = 16.0
completed 76/150, Solved: False, number of success = 12/76, acc = 15.79
completed 77/150, Solved: False, number of success = 12/77, acc = 15.58
completed 78/150, Solved: True, number of success = 13/78, acc = 16.67
completed 79/150, Solved: False, number of success = 13/79, acc = 16.46
completed 80/150, Solved: True, number of success = 14/80, acc = 17.5
completed 81/150, Solved: False, number of success = 14/81, acc = 17.28
completed 82/150, Solved: False, number of success = 14/82, acc = 17.07
completed 83/150, Solved: False, number of success = 14/83, acc = 16.87
completed 84/150, Solved: False, number of success = 14/84, acc = 16.67
completed 85/150, Solved: False, number of success = 14/85, acc = 16.47
completed 86/150, Solved: True, number of success = 15/86, acc = 17.44
completed 87/150, Solved: False, number of success = 15/87, acc = 17.24
completed 88/150, Solved: True, number of success = 16/88, acc = 18.18
completed 89/150, Solved: False, number of success = 16/89, acc = 17.98
completed 90/150, Solved: False, number of success = 16/90, acc = 17.78
completed 91/150, Solved: False, number of success = 16/91, acc = 17.58
completed 92/150, Solved: False, number of success = 16/92, acc = 17.39
completed 93/150, Solved: False, number of success = 16/93, acc = 17.2
completed 94/150, Solved: False, number of success = 16/94, acc = 17.02
completed 95/150, Solved: False, number of success = 16/95, acc = 16.84
completed 96/150, Solved: False, number of success = 16/96, acc = 16.67
completed 97/150, Solved: False, number of success = 16/97, acc = 16.49
completed 98/150, Solved: False, number of success = 16/98, acc = 16.33
completed 99/150, Solved: False, number of success = 16/99, acc = 16.16
completed 100/150, Solved: True, number of success = 17/100, acc = 17.0
completed 101/150, Solved: True, number of success = 18/101, acc = 17.82
completed 102/150, Solved: False, number of success = 18/102, acc = 17.65
completed 103/150, Solved: True, number of success = 19/103, acc = 18.45
completed 104/150, Solved: True, number of success = 20/104, acc = 19.23
completed 105/150, Solved: True, number of success = 21/105, acc = 20.0
completed 106/150, Solved: True, number of success = 22/106, acc = 20.75
